Country Name,Series Name,Time,Value
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Argentina,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,3.5
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3.5
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3.5
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,3
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,3
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,3
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Armenia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Aruba,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Australia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Austria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,3
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Azerbaijan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
"Bahamas, The",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
